REF_AREA,Country,AGE,TIME_PERIOD,Mortality
COL,Colombia,_T,2021-W10,650
COL,Colombia,_T,2021-W11,821
COL,Colombia,_T,2021-W12,874
COL,Colombia,_T,2021-W13,1132
COL,Colombia,_T,2021-W14,1506
COL,Colombia,_T,2021-W15,2281
COL,Colombia,_T,2021-W16,2882
COL,Colombia,_T,2021-W17,3274
COL,Colombia,_T,2021-W18,3147
COL,Colombia,_T,2021-W19,3383
COL,Colombia,_T,2021-W20,3469
COL,Colombia,_T,2021-W21,3488
COL,Colombia,_T,2021-W22,3683
COL,Colombia,_T,2021-W23,3725
COL,Colombia,_T,2021-W24,4131
COL,Colombia,_T,2021-W25,4575
COL,Colombia,_T,2021-W26,4402
COL,Colombia,_T,2021-W27,4008
COL,Colombia,_T,2021-W28,3602
COL,Colombia,_T,2021-W29,2855
COL,Colombia,_T,2021-W30,2244
COL,Colombia,_T,2021-W31,1655
COL,Colombia,_T,2021-W32,1134
COL,Colombia,_T,2021-W33,802
COL,Colombia,_T,2021-W34,625
COL,Colombia,_T,2021-W35,510
COL,Colombia,_T,2021-W36,371
COL,Colombia,_T,2021-W37,297
COL,Colombia,_T,2021-W38,242
COL,Colombia,_T,2021-W39,268
COL,Colombia,_T,2021-W40,216
COL,Colombia,_T,2021-W41,244
COL,Colombia,_T,2021-W42,198
COL,Colombia,_T,2021-W43,231
COL,Colombia,_T,2021-W44,231
COL,Colombia,_T,2021-W45,265
COL,Colombia,_T,2021-W46,292
COL,Colombia,_T,2021-W47,330
COL,Colombia,_T,2021-W48,342
COL,Colombia,_T,2021-W49,326
COL,Colombia,_T,2021-W50,334
COL,Colombia,_T,2021-W51,341
COL,Colombia,_T,2021-W52,256
COL,Colombia,_T,2022-W01,308
COL,Colombia,_T,2022-W02,481
COL,Colombia,_T,2022-W03,1093
COL,Colombia,_T,2022-W04,1736
COL,Colombia,_T,2022-W05,1722
COL,Colombia,_T,2022-W06,1482
COL,Colombia,_T,2022-W07,1105
COL,Colombia,_T,2022-W08,632
COL,Colombia,_T,2022-W09,483
COL,Colombia,_T,2022-W10,271
COL,Colombia,_T,2022-W11,160
COL,Colombia,_T,2022-W12,129
COL,Colombia,_T,2022-W13,92
COL,Colombia,_T,2022-W14,67
COL,Colombia,_T,2022-W15,38
COL,Colombia,_T,2022-W16,24
COL,Colombia,_T,2022-W17,28
COL,Colombia,_T,2022-W18,16
COL,Colombia,_T,2022-W19,12
COL,Colombia,_T,2022-W20,12
COL,Colombia,_T,2022-W21,21
COL,Colombia,_T,2022-W22,13
COL,Colombia,_T,2022-W23,27
COL,Colombia,_T,2022-W24,24
COL,Colombia,_T,2022-W25,52
COL,Colombia,_T,2022-W26,100
COL,Colombia,_T,2022-W27,132
COL,Colombia,_T,2022-W28,163
COL,Colombia,_T,2022-W29,238
COL,Colombia,_T,2022-W30,242
COL,Colombia,_T,2022-W31,230
COL,Colombia,_T,2022-W32,212
COL,Colombia,_T,2022-W33,119
COL,Colombia,_T,2022-W34,113
COL,Colombia,_T,2022-W35,127
COL,Colombia,_T,2022-W36,62
COL,Colombia,_T,2022-W37,38
COL,Colombia,_T,2022-W38,23
COL,Colombia,_T,2022-W39,25
COL,Colombia,_T,2022-W40,13
COL,Colombia,_T,2022-W41,13
COL,Colombia,_T,2022-W42,7
COL,Colombia,_T,2022-W43,10
COL,Colombia,_T,2022-W44,13
COL,Colombia,_T,2022-W45,12
COL,Colombia,_T,2022-W46,19
COL,Colombia,_T,2022-W47,14
COL,Colombia,_T,2022-W48,16
COL,Colombia,_T,2022-W49,32
COL,Colombia,_T,2022-W50,53
COL,Colombia,_T,2022-W51,80
COL,Colombia,_T,2022-W52,103
COL,Colombia,_T,2023-W01,80
COL,Colombia,_T,2023-W02,0
COL,Colombia,_T,2023-W03,126
COL,Colombia,_T,2023-W04,101
COL,Colombia,_T,2023-W05,58
COL,Colombia,_T,2023-W06,32
COL,Colombia,_T,2023-W07,20
COL,Colombia,_T,2023-W08,19
COL,Colombia,_T,2023-W09,14
COL,Colombia,_T,2023-W10,10
COL,Colombia,_T,2023-W11,13
COL,Colombia,_T,2023-W12,13
COL,Colombia,_T,2023-W13,13
COL,Colombia,_T,2023-W14,12
COL,Colombia,_T,2023-W15,8
COL,Colombia,_T,2023-W16,8
COL,Colombia,_T,2023-W17,7
COL,Colombia,_T,2023-W18,9
COL,Colombia,_T,2023-W19,5
COL,Colombia,_T,2023-W20,0
COL,Colombia,_T,2023-W21,0
COL,Colombia,_T,2023-W22,0
COL,Colombia,_T,2023-W23,0
COL,Colombia,_T,2023-W24,0
COL,Colombia,_T,2023-W25,0
COL,Colombia,_T,2023-W26,0
COL,Colombia,_T,2023-W27,0
COL,Colombia,_T,2023-W28,0
COL,Colombia,_T,2023-W29,0
COL,Colombia,_T,2023-W30,0
COL,Colombia,_T,2023-W31,0
COL,Colombia,_T,2023-W32,0
COL,Colombia,_T,2023-W33,0
COL,Colombia,_T,2023-W34,0
COL,Colombia,_T,2023-W35,0
COL,Colombia,_T,2023-W36,0
COL,Colombia,_T,2023-W37,0
COL,Colombia,_T,2023-W38,0
COL,Colombia,_T,2023-W39,0
COL,Colombia,_T,2023-W40,0
COL,Colombia,_T,2023-W41,0
COL,Colombia,_T,2023-W42,0
COL,Colombia,_T,2023-W43,0
COL,Colombia,_T,2023-W44,0
COL,Colombia,_T,2023-W45,0
COL,Colombia,_T,2023-W46,0
COL,Colombia,_T,2023-W47,0
COL,Colombia,_T,2023-W48,0
COL,Colombia,_T,2023-W49,0
COL,Colombia,_T,2023-W50,0
COL,Colombia,_T,2023-W51,0
COL,Colombia,_T,2023-W52,0
COL,Colombia,_T,2024-W01,0
COL,Colombia,_T,2024-W02,0
COL,Colombia,_T,2024-W03,0
COL,Colombia,_T,2024-W04,0
COL,Colombia,_T,2024-W05,0
COL,Colombia,_T,2024-W06,0
COL,Colombia,_T,2024-W07,0
COL,Colombia,_T,2024-W08,0
COL,Colombia,_T,2024-W09,0
COL,Colombia,_T,2024-W10,0
COL,Colombia,_T,2024-W11,0
COL,Colombia,_T,2024-W12,0
COL,Colombia,_T,2024-W13,0
COL,Colombia,_T,2024-W14,0
COL,Colombia,_T,2024-W15,0
COL,Colombia,_T,2024-W16,0
COL,Colombia,_T,2024-W17,0
COL,Colombia,_T,2024-W18,0
COL,Colombia,_T,2024-W19,0
COL,Colombia,_T,2024-W20,0
COL,Colombia,_T,2024-W21,0
COL,Colombia,_T,2024-W22,0
COL,Colombia,_T,2024-W23,0
COL,Colombia,_T,2024-W24,0
ISL,Iceland,_T,2020-W06,0
ISL,Iceland,_T,2020-W09,0
ISL,Iceland,_T,2020-W10,0
ISL,Iceland,_T,2020-W11,0
ISL,Iceland,_T,2020-W12,1
ISL,Iceland,_T,2020-W13,1
ISL,Iceland,_T,2020-W14,4
ISL,Iceland,_T,2020-W15,2
ISL,Iceland,_T,2020-W16,1
ISL,Iceland,_T,2020-W17,1
ISL,Iceland,_T,2020-W18,0
ISL,Iceland,_T,2020-W19,0
ISL,Iceland,_T,2020-W20,0
ISL,Iceland,_T,2020-W21,0
ISL,Iceland,_T,2020-W22,0
ISL,Iceland,_T,2020-W23,0
ISL,Iceland,_T,2020-W24,0
ISL,Iceland,_T,2020-W25,0
ISL,Iceland,_T,2020-W26,0
ISL,Iceland,_T,2020-W27,0
ISL,Iceland,_T,2020-W28,0
ISL,Iceland,_T,2020-W29,0
ISL,Iceland,_T,2020-W30,0
ISL,Iceland,_T,2020-W31,0
ISL,Iceland,_T,2020-W32,0
ISL,Iceland,_T,2020-W33,0
ISL,Iceland,_T,2020-W34,0
ISL,Iceland,_T,2020-W35,0
ISL,Iceland,_T,2020-W36,0
ISL,Iceland,_T,2020-W37,0
ISL,Iceland,_T,2020-W38,0
ISL,Iceland,_T,2020-W39,0
ISL,Iceland,_T,2020-W40,0
ISL,Iceland,_T,2020-W41,1
ISL,Iceland,_T,2020-W42,1
ISL,Iceland,_T,2020-W43,0
ISL,Iceland,_T,2020-W44,5
ISL,Iceland,_T,2020-W45,7
ISL,Iceland,_T,2020-W46,1
ISL,Iceland,_T,2020-W47,1
ISL,Iceland,_T,2020-W48,0
ISL,Iceland,_T,2020-W49,1
ISL,Iceland,_T,2020-W50,1
ISL,Iceland,_T,2020-W51,0
ISL,Iceland,_T,2020-W52,0
ISL,Iceland,_T,2020-W53,1
ISL,Iceland,_T,2021-W01,0
ISL,Iceland,_T,2021-W02,0
ISL,Iceland,_T,2021-W03,0
ISL,Iceland,_T,2021-W04,0
ISL,Iceland,_T,2021-W05,0
ISL,Iceland,_T,2021-W06,0
ISL,Iceland,_T,2021-W07,0
ISL,Iceland,_T,2021-W08,0
ISL,Iceland,_T,2021-W09,0
ISL,Iceland,_T,2021-W10,0
ISL,Iceland,_T,2021-W11,0
ISL,Iceland,_T,2021-W12,0
ISL,Iceland,_T,2021-W13,0
ISL,Iceland,_T,2021-W14,0
ISL,Iceland,_T,2021-W15,0
ISL,Iceland,_T,2021-W16,0
ISL,Iceland,_T,2021-W17,0
ISL,Iceland,_T,2021-W18,0
ISL,Iceland,_T,2021-W19,0
ISL,Iceland,_T,2021-W20,1
ISL,Iceland,_T,2021-W21,0
ISL,Iceland,_T,2021-W22,0
ISL,Iceland,_T,2021-W23,0
ISL,Iceland,_T,2021-W24,0
ISL,Iceland,_T,2021-W25,0
ISL,Iceland,_T,2021-W26,0
ISL,Iceland,_T,2021-W27,0
ISL,Iceland,_T,2021-W28,0
ISL,Iceland,_T,2021-W29,0
ISL,Iceland,_T,2021-W30,0
ISL,Iceland,_T,2021-W31,0
ISL,Iceland,_T,2021-W32,0
ISL,Iceland,_T,2021-W33,0
ISL,Iceland,_T,2021-W34,3
ISL,Iceland,_T,2021-W35,0
ISL,Iceland,_T,2021-W36,0
ISL,Iceland,_T,2021-W37,0
ISL,Iceland,_T,2021-W38,0
ISL,Iceland,_T,2021-W39,0
ISL,Iceland,_T,2021-W40,0
ISL,Iceland,_T,2021-W41,0
ISL,Iceland,_T,2021-W42,0
ISL,Iceland,_T,2021-W43,1
ISL,Iceland,_T,2021-W44,0
ISL,Iceland,_T,2021-W45,0
ISL,Iceland,_T,2021-W46,0
ISL,Iceland,_T,2021-W47,1
ISL,Iceland,_T,2021-W48,0
ISL,Iceland,_T,2021-W49,1
ISL,Iceland,_T,2021-W50,1
ISL,Iceland,_T,2021-W51,0
ISL,Iceland,_T,2021-W52,1
ISL,Iceland,_T,2022-W01,3
ISL,Iceland,_T,2022-W03,0
ISL,Iceland,_T,2022-W04,2
ISL,Iceland,_T,2022-W05,3
ISL,Iceland,_T,2022-W06,5
ISL,Iceland,_T,2022-W07,5
ISL,Iceland,_T,2022-W08,3
ISL,Iceland,_T,2022-W09,8
ISL,Iceland,_T,2022-W10,6
ISL,Iceland,_T,2022-W11,10
ISL,Iceland,_T,2022-W12,4
ISL,Iceland,_T,2022-W13,8
ISL,Iceland,_T,2022-W14,9
ISL,Iceland,_T,2022-W15,1
ISL,Iceland,_T,2022-W16,5
ISL,Iceland,_T,2022-W17,0
ISL,Iceland,_T,2022-W18,1
ISL,Iceland,_T,2022-W19,0
ISL,Iceland,_T,2022-W20,0
ISL,Iceland,_T,2022-W21,0
ISL,Iceland,_T,2022-W22,0
ISL,Iceland,_T,2022-W23,0
ISL,Iceland,_T,2022-W24,2
ISL,Iceland,_T,2022-W25,2
ISL,Iceland,_T,2022-W26,2
ISL,Iceland,_T,2022-W45,69
ISL,Iceland,_T,2023-W04,0
AUS,Australia,_T,2020-W01,0
AUS,Australia,_T,2020-W02,0
AUS,Australia,_T,2020-W03,0
AUS,Australia,_T,2020-W04,0
AUS,Australia,_T,2020-W05,0
AUS,Australia,_T,2020-W06,0
AUS,Australia,_T,2020-W07,0
AUS,Australia,_T,2020-W08,0
AUS,Australia,_T,2020-W09,0
AUS,Australia,_T,2020-W10,4
AUS,Australia,_T,2020-W11,3
AUS,Australia,_T,2020-W12,2
AUS,Australia,_T,2020-W13,7
AUS,Australia,_T,2020-W14,20
AUS,Australia,_T,2020-W15,25
AUS,Australia,_T,2020-W16,12
AUS,Australia,_T,2020-W17,12
AUS,Australia,_T,2020-W18,14
AUS,Australia,_T,2020-W19,2
AUS,Australia,_T,2020-W20,2
AUS,Australia,_T,2020-W21,4
AUS,Australia,_T,2020-W22,0
AUS,Australia,_T,2020-W23,0
AUS,Australia,_T,2020-W24,0
AUS,Australia,_T,2020-W25,0
AUS,Australia,_T,2020-W26,1
AUS,Australia,_T,2020-W27,1
AUS,Australia,_T,2020-W28,4
AUS,Australia,_T,2020-W29,16
AUS,Australia,_T,2020-W30,45
AUS,Australia,_T,2020-W31,95
AUS,Australia,_T,2020-W32,106
AUS,Australia,_T,2020-W33,138
AUS,Australia,_T,2020-W34,114
AUS,Australia,_T,2020-W35,97
AUS,Australia,_T,2020-W36,58
AUS,Australia,_T,2020-W37,46
AUS,Australia,_T,2020-W38,36
AUS,Australia,_T,2020-W39,23
AUS,Australia,_T,2020-W40,19
AUS,Australia,_T,2020-W41,5
AUS,Australia,_T,2020-W42,1
AUS,Australia,_T,2020-W43,2
AUS,Australia,_T,2020-W44,0
AUS,Australia,_T,2020-W45,0
AUS,Australia,_T,2020-W46,3
AUS,Australia,_T,2020-W47,0
AUS,Australia,_T,2020-W48,1
AUS,Australia,_T,2020-W49,1
AUS,Australia,_T,2020-W50,0
AUS,Australia,_T,2020-W51,0
AUS,Australia,_T,2020-W52,1
AUS,Australia,_T,2020-W53,2
AUS,Australia,_T,2021-W01,0
AUS,Australia,_T,2021-W02,1
AUS,Australia,_T,2021-W03,0
AUS,Australia,_T,2021-W04,0
AUS,Australia,_T,2021-W05,0
AUS,Australia,_T,2021-W06,0
AUS,Australia,_T,2021-W07,1
AUS,Australia,_T,2021-W08,0
AUS,Australia,_T,2021-W09,0
AUS,Australia,_T,2021-W10,1
AUS,Australia,_T,2021-W11,0
AUS,Australia,_T,2021-W12,0
AUS,Australia,_T,2021-W13,1
AUS,Australia,_T,2021-W14,0
AUS,Australia,_T,2021-W15,2
AUS,Australia,_T,2021-W16,0
AUS,Australia,_T,2021-W17,0
AUS,Australia,_T,2021-W18,0
AUS,Australia,_T,2021-W19,0
AUS,Australia,_T,2021-W20,0
AUS,Australia,_T,2021-W21,0
AUS,Australia,_T,2021-W22,0
AUS,Australia,_T,2021-W23,0
AUS,Australia,_T,2021-W24,0
AUS,Australia,_T,2021-W25,0
AUS,Australia,_T,2021-W26,0
AUS,Australia,_T,2021-W27,2
AUS,Australia,_T,2021-W28,5
AUS,Australia,_T,2021-W29,5
AUS,Australia,_T,2021-W30,7
AUS,Australia,_T,2021-W31,16
AUS,Australia,_T,2021-W32,27
AUS,Australia,_T,2021-W33,22
AUS,Australia,_T,2021-W34,20
AUS,Australia,_T,2021-W35,52
AUS,Australia,_T,2021-W36,56
AUS,Australia,_T,2021-W37,77
AUS,Australia,_T,2021-W38,95
AUS,Australia,_T,2021-W39,110
AUS,Australia,_T,2021-W40,119
AUS,Australia,_T,2021-W41,105
AUS,Australia,_T,2021-W42,108
AUS,Australia,_T,2021-W43,112
AUS,Australia,_T,2021-W44,97
AUS,Australia,_T,2021-W45,66
AUS,Australia,_T,2021-W46,81
AUS,Australia,_T,2021-W47,56
AUS,Australia,_T,2021-W48,52
AUS,Australia,_T,2021-W49,36
AUS,Australia,_T,2021-W50,54
AUS,Australia,_T,2021-W51,69
AUS,Australia,_T,2021-W52,103
AUS,Australia,_T,2022-W01,219
AUS,Australia,_T,2022-W02,440
AUS,Australia,_T,2022-W03,660
AUS,Australia,_T,2022-W04,670
AUS,Australia,_T,2022-W05,581
AUS,Australia,_T,2022-W06,436
AUS,Australia,_T,2022-W07,324
AUS,Australia,_T,2022-W08,242
AUS,Australia,_T,2022-W09,151
AUS,Australia,_T,2022-W10,140
AUS,Australia,_T,2022-W11,139
AUS,Australia,_T,2022-W12,149
AUS,Australia,_T,2022-W13,200
AUS,Australia,_T,2022-W14,198
AUS,Australia,_T,2022-W15,250
AUS,Australia,_T,2022-W16,315
AUS,Australia,_T,2022-W17,295
AUS,Australia,_T,2022-W18,315
AUS,Australia,_T,2022-W19,339
AUS,Australia,_T,2022-W20,317
AUS,Australia,_T,2022-W21,344
AUS,Australia,_T,2022-W22,375
AUS,Australia,_T,2022-W23,331
AUS,Australia,_T,2022-W24,344
AUS,Australia,_T,2022-W25,324
AUS,Australia,_T,2022-W26,344
AUS,Australia,_T,2022-W27,400
AUS,Australia,_T,2022-W28,451
AUS,Australia,_T,2022-W29,607
AUS,Australia,_T,2022-W30,618
AUS,Australia,_T,2022-W31,603
AUS,Australia,_T,2022-W32,526
AUS,Australia,_T,2022-W33,375
AUS,Australia,_T,2022-W34,329
AUS,Australia,_T,2022-W35,240
AUS,Australia,_T,2022-W36,214
AUS,Australia,_T,2022-W37,184
AUS,Australia,_T,2022-W38,147
AUS,Australia,_T,2022-W39,113
AUS,Australia,_T,2022-W40,102
AUS,Australia,_T,2022-W41,74
AUS,Australia,_T,2022-W42,103
AUS,Australia,_T,2022-W43,85
AUS,Australia,_T,2022-W44,111
AUS,Australia,_T,2022-W45,116
AUS,Australia,_T,2022-W46,154
AUS,Australia,_T,2022-W47,178
AUS,Australia,_T,2022-W48,259
AUS,Australia,_T,2022-W49,272
AUS,Australia,_T,2022-W50,299
AUS,Australia,_T,2022-W51,334
AUS,Australia,_T,2022-W52,1094
AUS,Australia,_T,2023-W01,0
AUS,Australia,_T,2023-W02,0
AUS,Australia,_T,2023-W03,0
AUS,Australia,_T,2023-W04,0
AUS,Australia,_T,2023-W05,1161
AUS,Australia,_T,2023-W06,96
AUS,Australia,_T,2023-W07,89
AUS,Australia,_T,2023-W08,90
AUS,Australia,_T,2023-W09,78
AUS,Australia,_T,2023-W10,78
AUS,Australia,_T,2023-W11,88
AUS,Australia,_T,2023-W12,93
AUS,Australia,_T,2023-W13,103
AUS,Australia,_T,2023-W14,123
AUS,Australia,_T,2023-W15,131
AUS,Australia,_T,2023-W16,146
AUS,Australia,_T,2023-W17,155
AUS,Australia,_T,2023-W18,173
AUS,Australia,_T,2023-W19,173
AUS,Australia,_T,2023-W20,170
AUS,Australia,_T,2023-W21,213
AUS,Australia,_T,2023-W22,232
AUS,Australia,_T,2023-W23,226
AUS,Australia,_T,2023-W24,183
AUS,Australia,_T,2023-W25,59
AUS,Australia,_T,2023-W26,0
AUS,Australia,_T,2023-W27,0
AUS,Australia,_T,2023-W28,0
AUS,Australia,_T,2023-W29,-76
AUS,Australia,_T,2023-W30,85
AUS,Australia,_T,2023-W31,60
AUS,Australia,_T,2023-W32,67
AUS,Australia,_T,2023-W33,56
AUS,Australia,_T,2023-W34,53
AUS,Australia,_T,2023-W35,39
AUS,Australia,_T,2023-W36,40
AUS,Australia,_T,2023-W37,38
AUS,Australia,_T,2023-W38,37
AUS,Australia,_T,2023-W39,33
AUS,Australia,_T,2023-W40,78
AUS,Australia,_T,2023-W41,45
AUS,Australia,_T,2023-W42,52
AUS,Australia,_T,2023-W43,72
AUS,Australia,_T,2023-W44,51
AUS,Australia,_T,2023-W45,113
AUS,Australia,_T,2023-W46,91
AUS,Australia,_T,2023-W47,89
AUS,Australia,_T,2023-W48,152
AUS,Australia,_T,2023-W49,172
AUS,Australia,_T,2023-W50,92
AUS,Australia,_T,2023-W51,64
AUS,Australia,_T,2023-W52,71
AUS,Australia,_T,2024-W01,63
AUS,Australia,_T,2024-W02,60
AUS,Australia,_T,2024-W03,137
AUS,Australia,_T,2024-W04,53
AUS,Australia,_T,2024-W05,53
AUS,Australia,_T,2024-W06,75
AUS,Australia,_T,2024-W07,58
AUS,Australia,_T,2024-W08,40
AUS,Australia,_T,2024-W09,42
AUS,Australia,_T,2024-W10,33
AUS,Australia,_T,2024-W11,0
AUS,Australia,_T,2024-W12,47
AUS,Australia,_T,2024-W13,34
AUS,Australia,_T,2024-W14,51
AUS,Australia,_T,2024-W15,41
AUS,Australia,_T,2024-W16,34
AUS,Australia,_T,2024-W17,21
AUS,Australia,_T,2024-W18,16
AUS,Australia,_T,2024-W19,18
AUS,Australia,_T,2024-W20,16
AUS,Australia,_T,2024-W21,0
AUS,Australia,_T,2024-W22,0
AUS,Australia,_T,2024-W23,0
AUS,Australia,_T,2024-W24,0
ITA,Italy,_T,2020-W05,0
ITA,Italy,_T,2020-W06,0
ITA,Italy,_T,2020-W08,8
ITA,Italy,_T,2020-W09,82
ITA,Italy,_T,2020-W10,678
ITA,Italy,_T,2020-W11,2412
ITA,Italy,_T,2020-W12,4786
ITA,Italy,_T,2020-W13,5972
ITA,Italy,_T,2020-W14,4837
ITA,Italy,_T,2020-W15,4160
ITA,Italy,_T,2020-W16,3474
ITA,Italy,_T,2020-W17,2655
ITA,Italy,_T,2020-W18,1998
ITA,Italy,_T,2020-W19,1423
ITA,Italy,_T,2020-W20,1028
ITA,Italy,_T,2020-W21,671
ITA,Italy,_T,2020-W22,464
ITA,Italy,_T,2020-W23,444
ITA,Italy,_T,2020-W24,271
ITA,Italy,_T,2020-W25,277
ITA,Italy,_T,2020-W26,211
ITA,Italy,_T,2020-W27,109
ITA,Italy,_T,2020-W28,88
ITA,Italy,_T,2020-W29,91
ITA,Italy,_T,2020-W30,70
ITA,Italy,_T,2020-W31,57
ITA,Italy,_T,2020-W32,48
ITA,Italy,_T,2020-W33,55
ITA,Italy,_T,2020-W34,43
ITA,Italy,_T,2020-W35,43
ITA,Italy,_T,2020-W36,80
ITA,Italy,_T,2020-W37,81
ITA,Italy,_T,2020-W38,130
ITA,Italy,_T,2020-W39,154
ITA,Italy,_T,2020-W40,162
ITA,Italy,_T,2020-W41,292
ITA,Italy,_T,2020-W42,601
ITA,Italy,_T,2020-W43,1187
ITA,Italy,_T,2020-W44,2235
ITA,Italy,_T,2020-W45,3590
ITA,Italy,_T,2020-W46,4884
ITA,Italy,_T,2020-W47,5517
ITA,Italy,_T,2020-W48,5439
ITA,Italy,_T,2020-W49,4846
ITA,Italy,_T,2020-W50,4480
ITA,Italy,_T,2020-W51,4091
ITA,Italy,_T,2020-W52,3391
ITA,Italy,_T,2020-W53,3300
ITA,Italy,_T,2021-W01,3350
ITA,Italy,_T,2021-W02,3298
ITA,Italy,_T,2021-W03,3158
ITA,Italy,_T,2021-W04,2856
ITA,Italy,_T,2021-W05,2581
ITA,Italy,_T,2021-W06,2132
ITA,Italy,_T,2021-W07,2091
ITA,Italy,_T,2021-W08,2063
ITA,Italy,_T,2021-W09,2271
ITA,Italy,_T,2021-W10,2507
ITA,Italy,_T,2021-W11,2900
ITA,Italy,_T,2021-W12,3038
ITA,Italy,_T,2021-W13,3116
ITA,Italy,_T,2021-W14,2991
ITA,Italy,_T,2021-W15,2487
ITA,Italy,_T,2021-W16,2282
ITA,Italy,_T,2021-W17,1848
ITA,Italy,_T,2021-W18,1486
ITA,Italy,_T,2021-W19,1172
ITA,Italy,_T,2021-W20,824
ITA,Italy,_T,2021-W21,593
ITA,Italy,_T,2021-W22,424
ITA,Italy,_T,2021-W23,296
ITA,Italy,_T,2021-W24,215
ITA,Italy,_T,2021-W25,140
ITA,Italy,_T,2021-W26,106
ITA,Italy,_T,2021-W27,80
ITA,Italy,_T,2021-W28,68
ITA,Italy,_T,2021-W29,73
ITA,Italy,_T,2021-W30,92
ITA,Italy,_T,2021-W31,149
ITA,Italy,_T,2021-W32,241
ITA,Italy,_T,2021-W33,320
ITA,Italy,_T,2021-W34,374
ITA,Italy,_T,2021-W35,412
ITA,Italy,_T,2021-W36,403
ITA,Italy,_T,2021-W37,386
ITA,Italy,_T,2021-W38,346
ITA,Italy,_T,2021-W39,293
ITA,Italy,_T,2021-W40,246
ITA,Italy,_T,2021-W41,226
ITA,Italy,_T,2021-W42,238
ITA,Italy,_T,2021-W43,280
ITA,Italy,_T,2021-W44,313
ITA,Italy,_T,2021-W45,387
ITA,Italy,_T,2021-W46,451
ITA,Italy,_T,2021-W47,533
ITA,Italy,_T,2021-W48,582
ITA,Italy,_T,2021-W49,755
ITA,Italy,_T,2021-W50,881
ITA,Italy,_T,2021-W51,1103
ITA,Italy,_T,2021-W52,1208
ITA,Italy,_T,2022-W01,1709
ITA,Italy,_T,2022-W02,2317
ITA,Italy,_T,2022-W03,2677
ITA,Italy,_T,2022-W04,2797
ITA,Italy,_T,2022-W05,2677
ITA,Italy,_T,2022-W06,2229
ITA,Italy,_T,2022-W07,1944
ITA,Italy,_T,2022-W08,1565
ITA,Italy,_T,2022-W09,1290
ITA,Italy,_T,2022-W10,1022
ITA,Italy,_T,2022-W11,980
ITA,Italy,_T,2022-W12,1027
ITA,Italy,_T,2022-W13,1126
ITA,Italy,_T,2022-W14,1083
ITA,Italy,_T,2022-W15,1089
ITA,Italy,_T,2022-W16,1074
ITA,Italy,_T,2022-W17,1063
ITA,Italy,_T,2022-W18,980
ITA,Italy,_T,2022-W19,830
ITA,Italy,_T,2022-W20,701
ITA,Italy,_T,2022-W21,567
ITA,Italy,_T,2022-W22,413
ITA,Italy,_T,2022-W23,419
ITA,Italy,_T,2022-W24,351
ITA,Italy,_T,2022-W25,453
ITA,Italy,_T,2022-W26,553
ITA,Italy,_T,2022-W27,831
ITA,Italy,_T,2022-W28,1014
ITA,Italy,_T,2022-W29,1258
ITA,Italy,_T,2022-W30,1252
ITA,Italy,_T,2022-W31,1151
ITA,Italy,_T,2022-W32,905
ITA,Italy,_T,2022-W33,738
ITA,Italy,_T,2022-W34,614
ITA,Italy,_T,2022-W35,473
ITA,Italy,_T,2022-W36,356
ITA,Italy,_T,2022-W37,325
ITA,Italy,_T,2022-W38,283
ITA,Italy,_T,2022-W39,313
ITA,Italy,_T,2022-W40,489
ITA,Italy,_T,2022-W41,584
ITA,Italy,_T,2022-W42,628
ITA,Italy,_T,2022-W43,675
ITA,Italy,_T,2022-W44,605
ITA,Italy,_T,2022-W45,578
ITA,Italy,_T,2022-W46,641
ITA,Italy,_T,2022-W47,710
ITA,Italy,_T,2022-W48,827
ITA,Italy,_T,2022-W49,860
ITA,Italy,_T,2022-W50,944
ITA,Italy,_T,2022-W51,877
ITA,Italy,_T,2022-W52,882
ITA,Italy,_T,2023-W01,615
ITA,Italy,_T,2023-W02,568
ITA,Italy,_T,2023-W03,458
ITA,Italy,_T,2023-W04,340
ITA,Italy,_T,2023-W05,293
ITA,Italy,_T,2023-W06,282
ITA,Italy,_T,2023-W07,307
ITA,Italy,_T,2023-W08,242
ITA,Italy,_T,2023-W09,204
ITA,Italy,_T,2023-W10,220
ITA,Italy,_T,2023-W11,191
ITA,Italy,_T,2023-W12,189
ITA,Italy,_T,2023-W13,190
ITA,Italy,_T,2023-W14,144
ITA,Italy,_T,2023-W15,175
ITA,Italy,_T,2023-W16,201
ITA,Italy,_T,2023-W17,201
ITA,Italy,_T,2023-W18,210
ITA,Italy,_T,2023-W19,168
ITA,Italy,_T,2023-W20,128
ITA,Italy,_T,2023-W21,123
ITA,Italy,_T,2023-W22,102
ITA,Italy,_T,2023-W23,67
ITA,Italy,_T,2023-W24,69
ITA,Italy,_T,2023-W25,57
ITA,Italy,_T,2023-W26,34
ITA,Italy,_T,2023-W27,27
ITA,Italy,_T,2023-W28,39
ITA,Italy,_T,2023-W29,21
ITA,Italy,_T,2023-W30,31
ITA,Italy,_T,2023-W31,36
ITA,Italy,_T,2023-W32,41
ITA,Italy,_T,2023-W33,49
ITA,Italy,_T,2023-W34,71
ITA,Italy,_T,2023-W35,86
ITA,Italy,_T,2023-W36,117
ITA,Italy,_T,2023-W37,139
ITA,Italy,_T,2023-W38,140
ITA,Italy,_T,2023-W39,143
ITA,Italy,_T,2023-W40,182
ITA,Italy,_T,2023-W41,195
ITA,Italy,_T,2023-W42,194
ITA,Italy,_T,2023-W43,160
